"film_id","title","description","release_year","language_id","rental_duration","rental_rate","length","replacement_cost","rating","last_update","special_features","fulltext","exists"
641,"Orange Grapes","A Astounding Documentary of a Butler And a Womanizer who must Face a Dog in A U-Boat",2006,1,4,"0.99",76,"21.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'astound':4 'boat':21 'butler':8 'documentari':5 'dog':16 'face':14 'grape':2 'must':13 'orang':1 'u':20 'u-boat':19 'woman':11",True
646,"Outbreak Divine","A Unbelieveable Yarn of a Database Administrator And a Woman who must Succumb a A Shark in A U-Boat",2006,1,6,"0.99",169,"12.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'administr':9 'boat':23 'databas':8 'divin':2 'must':14 'outbreak':1 'shark':18 'succumb':15 'u':22 'u-boat':21 'unbeliev':4 'woman':12 'yarn':5",True
649,"Oz Liaisons","A Epic Yarn of a Mad Scientist And a Cat who must Confront a Womanizer in A Baloon Factory",2006,1,4,"2.99",85,"14.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'baloon':20 'cat':12 'confront':15 'epic':4 'factori':21 'liaison':2 'mad':8 'must':14 'oz':1 'scientist':9 'woman':17 'yarn':5",True
651,"Packer Madigan","A Epic Display of a Sumo Wrestler And a Forensic Psychologist who must Build a Woman in An Abandoned Amusement Park",2006,1,3,"0.99",84,"20.99","PG-13","2013-05-26 14:50:58.951","{Trailers}","'abandon':21 'amus':22 'build':16 'display':5 'epic':4 'forens':12 'madigan':2 'must':15 'packer':1 'park':23 'psychologist':13 'sumo':8 'woman':18 'wrestler':9",True
655,"Panther Reds","A Brilliant Panorama of a Moose And a Man who must Reach a Teacher in The Gulf of Mexico",2006,1,5,"4.99",109,"22.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'brilliant':4 'gulf':19 'man':11 'mexico':21 'moos':8 'must':13 'panorama':5 'panther':1 'reach':14 'red':2 'teacher':16",True
674,"Pet Haunting","A Unbelieveable Reflection of a Explorer And a Boat who must Conquer a Woman in California",2006,1,3,"0.99",99,"11.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'boat':11 'california':18 'conquer':14 'explor':8 'haunt':2 'must':13 'pet':1 'reflect':5 'unbeliev':4 'woman':16",True
681,"Pirates Roxanne","A Stunning Drama of a Woman And a Lumberjack who must Overcome a A Shark in The Canadian Rockies",2006,1,4,"0.99",100,"20.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'canadian':20 'drama':5 'lumberjack':11 'must':13 'overcom':14 'pirat':1 'rocki':21 'roxann':2 'shark':17 'stun':4 'woman':8",True
683,"Pity Bound","A Boring Panorama of a Feminist And a Moose who must Defeat a Database Administrator in Nigeria",2006,1,5,"4.99",60,"19.99","NC-17","2013-05-26 14:50:58.951","{Commentaries}","'administr':17 'bore':4 'bound':2 'databas':16 'defeat':14 'feminist':8 'moos':11 'must':13 'nigeria':19 'panorama':5 'piti':1",True
685,"Platoon Instinct","A Thrilling Panorama of a Man And a Woman who must Reach a Woman in Australia",2006,1,6,"4.99",132,"10.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'australia':18 'instinct':2 'man':8 'must':13 'panorama':5 'platoon':1 'reach':14 'thrill':4 'woman':11,16",True
691,"Poseidon Forever","A Thoughtful Epistle of a Womanizer And a Monkey who must Vanquish a Dentist in A Monastery",2006,1,6,"4.99",159,"29.99","PG-13","2013-05-26 14:50:58.951","{Commentaries}","'dentist':16 'epistl':5 'forev':2 'monasteri':19 'monkey':11 'must':13 'poseidon':1 'thought':4 'vanquish':14 'woman':8",True
695,"President Bang","A Fateful Panorama of a Technical Writer And a Moose who must Battle a Robot in Soviet Georgia",2006,1,6,"4.99",144,"12.99","PG","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'bang':2 'battl':15 'fate':4 'georgia':20 'moos':12 'must':14 'panorama':5 'presid':1 'robot':17 'soviet':19 'technic':8 'writer':9",True
701,"Psycho Shrunk","A Amazing Panorama of a Crocodile And a Explorer who must Fight a Husband in Nigeria",2006,1,5,"2.99",155,"11.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'amaz':4 'crocodil':8 'explor':11 'fight':14 'husband':16 'must':13 'nigeria':18 'panorama':5 'psycho':1 'shrunk':2",True
708,"Quills Bull","A Thoughtful Story of a Pioneer And a Woman who must Reach a Moose in Australia",2006,1,4,"4.99",112,"19.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'australia':18 'bull':2 'moos':16 'must':13 'pioneer':8 'quill':1 'reach':14 'stori':5 'thought':4 'woman':11",True
712,"Raiders Antitrust","A Amazing Drama of a Teacher And a Feminist who must Meet a Woman in The First Manned Space Station",2006,1,4,"0.99",82,"11.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'amaz':4 'antitrust':2 'drama':5 'feminist':11 'first':19 'man':20 'meet':14 'must':13 'raider':1 'space':21 'station':22 'teacher':8 'woman':16",True
720,"Redemption Comforts","A Emotional Documentary of a Dentist And a Woman who must Battle a Mad Scientist in Ancient China",2006,1,3,"2.99",179,"20.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'ancient':19 'battl':14 'china':20 'comfort':2 'dentist':8 'documentari':5 'emot':4 'mad':16 'must':13 'redempt':1 'scientist':17 'woman':11",True
729,"Rider Caddyshack","A Taut Reflection of a Monkey And a Womanizer who must Chase a Moose in Nigeria",2006,1,5,"2.99",177,"28.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'caddyshack':2 'chase':14 'monkey':8 'moos':16 'must':13 'nigeria':18 'reflect':5 'rider':1 'taut':4 'woman':11",True
738,"Rocketeer Mother","A Awe-Inspiring Character Study of a Robot And a Sumo Wrestler who must Discover a Womanizer in A Shark Tank",2006,1,3,"0.99",178,"27.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'awe':5 'awe-inspir':4 'charact':7 'discov':18 'inspir':6 'mother':2 'must':17 'robot':11 'rocket':1 'shark':23 'studi':8 'sumo':14 'tank':24 'woman':20 'wrestler':15",True
741,"Roman Punk","A Thoughtful Panorama of a Mad Cow And a Student who must Battle a Forensic Psychologist in Berlin",2006,1,7,"0.99",81,"28.99","NC-17","2013-05-26 14:50:58.951","{Trailers}","'battl':15 'berlin':20 'cow':9 'forens':17 'mad':8 'must':14 'panorama':5 'psychologist':18 'punk':2 'roman':1 'student':12 'thought':4",True
743,"Room Roman","A Awe-Inspiring Panorama of a Composer And a Secret Agent who must Sink a Composer in A Shark Tank",2006,1,7,"0.99",60,"27.99","PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'agent':14 'awe':5 'awe-inspir':4 'compos':10,19 'inspir':6 'must':16 'panorama':7 'roman':2 'room':1 'secret':13 'shark':22 'sink':17 'tank':23",True
745,"Roses Treasure","A Astounding Panorama of a Monkey And a Secret Agent who must Defeat a Woman in The First Manned Space Station",2006,1,5,"4.99",162,"23.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'agent':12 'astound':4 'defeat':15 'first':20 'man':21 'monkey':8 'must':14 'panorama':5 'rose':1 'secret':11 'space':22 'station':23 'treasur':2 'woman':17",True
752,"Runner Madigan","A Thoughtful Documentary of a Crocodile And a Robot who must Outrace a Womanizer in The Outback",2006,1,6,"0.99",101,"27.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'crocodil':8 'documentari':5 'madigan':2 'must':13 'outback':19 'outrac':14 'robot':11 'runner':1 'thought':4 'woman':16",True
754,"Rushmore Mermaid","A Boring Story of a Woman And a Moose who must Reach a Husband in A Shark Tank",2006,1,6,"2.99",150,"17.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'bore':4 'husband':16 'mermaid':2 'moos':11 'must':13 'reach':14 'rushmor':1 'shark':19 'stori':5 'tank':20 'woman':8",True
756,"Saddle Antitrust","A Stunning Epistle of a Feminist And a A Shark who must Battle a Woman in An Abandoned Fun House",2006,1,7,"2.99",80,"10.99","PG-13","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'abandon':20 'antitrust':2 'battl':15 'epistl':5 'feminist':8 'fun':21 'hous':22 'must':14 'saddl':1 'shark':12 'stun':4 'woman':17",True
774,"Searchers Wait","A Fast-Paced Tale of a Car And a Mad Scientist who must Kill a Womanizer in Ancient Japan",2006,1,3,"2.99",182,"22.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ancient':21 'car':10 'fast':5 'fast-pac':4 'japan':22 'kill':17 'mad':13 'must':16 'pace':6 'scientist':14 'searcher':1 'tale':7 'wait':2 'woman':19",True
777,"Secretary Rouge","A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory",2006,1,5,"4.99",158,"10.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'action':5 'action-pack':4 'baloon':22 'compos':14 'cow':11 'discov':17 'factori':23 'mad':10 'must':16 'pack':6 'panorama':7 'robot':19 'roug':2 'secretari':1",True
782,"Shakespeare Saddle","A Fast-Paced Panorama of a Lumberjack And a Database Administrator who must Defeat a Madman in A MySQL Convention",2006,1,6,"2.99",60,"26.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'administr':14 'convent':23 'databas':13 'defeat':17 'fast':5 'fast-pac':4 'lumberjack':10 'madman':19 'must':16 'mysql':22 'pace':6 'panorama':7 'saddl':2 'shakespear':1",True
783,"Shane Darkness","A Action-Packed Saga of a Moose And a Lumberjack who must Find a Woman in Berlin",2006,1,5,"2.99",93,"22.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'action':5 'action-pack':4 'berlin':20 'dark':2 'find':16 'lumberjack':13 'moos':10 'must':15 'pack':6 'saga':7 'shane':1 'woman':18",True
786,"Shepherd Midsummer","A Thoughtful Drama of a Robot And a Womanizer who must Kill a Lumberjack in A Baloon",2006,1,7,"0.99",113,"14.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'baloon':19 'drama':5 'kill':14 'lumberjack':16 'midsumm':2 'must':13 'robot':8 'shepherd':1 'thought':4 'woman':11",True
794,"Side Ark","A Stunning Panorama of a Crocodile And a Womanizer who must Meet a Feminist in The Canadian Rockies",2006,1,5,"0.99",52,"28.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'ark':2 'canadian':19 'crocodil':8 'feminist':16 'meet':14 'must':13 'panorama':5 'rocki':20 'side':1 'stun':4 'woman':11",True
801,"Sister Freddy","A Stunning Saga of a Butler And a Woman who must Pursue a Explorer in Australia",2006,1,5,"4.99",152,"19.99","PG-13","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'australia':18 'butler':8 'explor':16 'freddi':2 'must':13 'pursu':14 'saga':5 'sister':1 'stun':4 'woman':11",True
814,"Snatch Slipper","A Insightful Panorama of a Woman And a Feminist who must Defeat a Forensic Psychologist in Berlin",2006,1,6,"4.99",110,"15.99","PG","2013-05-26 14:50:58.951","{Commentaries}","'berlin':19 'defeat':14 'feminist':11 'forens':16 'insight':4 'must':13 'panorama':5 'psychologist':17 'slipper':2 'snatch':1 'woman':8",True
815,"Snatchers Montezuma","A Boring Epistle of a Sumo Wrestler And a Woman who must Escape a Man in The Canadian Rockies",2006,1,4,"2.99",74,"14.99","PG-13","2013-05-26 14:50:58.951","{Commentaries}","'bore':4 'canadian':20 'epistl':5 'escap':15 'man':17 'montezuma':2 'must':14 'rocki':21 'snatcher':1 'sumo':8 'woman':12 'wrestler':9",True
817,"Soldiers Evolution","A Lacklusture Panorama of a A Shark And a Pioneer who must Confront a Student in The First Manned Space Station",2006,1,7,"4.99",185,"27.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'confront':15 'evolut':2 'first':20 'lacklustur':4 'man':21 'must':14 'panorama':5 'pioneer':12 'shark':9 'soldier':1 'space':22 'station':23 'student':17",True
824,"Spartacus Cheaper","A Thrilling Panorama of a Pastry Chef And a Secret Agent who must Overcome a Student in A Manhattan Penthouse",2006,1,4,"4.99",52,"19.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'agent':13 'cheaper':2 'chef':9 'manhattan':21 'must':15 'overcom':16 'panorama':5 'pastri':8 'penthous':22 'secret':12 'spartacus':1 'student':18 'thrill':4",True
837,"Stage World","A Lacklusture Panorama of a Woman And a Frisbee who must Chase a Crocodile in A Jet Boat",2006,1,4,"2.99",85,"19.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'boat':20 'chase':14 'crocodil':16 'frisbe':11 'jet':19 'lacklustur':4 'must':13 'panorama':5 'stage':1 'woman':8 'world':2",True
840,"Stampede Disturbing","A Unbelieveable Tale of a Woman And a Lumberjack who must Fight a Frisbee in A U-Boat",2006,1,5,"0.99",75,"26.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'boat':21 'disturb':2 'fight':14 'frisbe':16 'lumberjack':11 'must':13 'stamped':1 'tale':5 'u':20 'u-boat':19 'unbeliev':4 'woman':8",True
851,"Straight Hours","A Boring Panorama of a Secret Agent And a Girl who must Sink a Waitress in The Outback",2006,1,3,"0.99",151,"19.99","R","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'agent':9 'bore':4 'girl':12 'hour':2 'must':14 'outback':20 'panorama':5 'secret':8 'sink':15 'straight':1 'waitress':17",True
852,"Strangelove Desire","A Awe-Inspiring Panorama of a Lumberjack And a Waitress who must Defeat a Crocodile in An Abandoned Amusement Park",2006,1,4,"0.99",103,"27.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'abandon':21 'amus':22 'awe':5 'awe-inspir':4 'crocodil':18 'defeat':16 'desir':2 'inspir':6 'lumberjack':10 'must':15 'panorama':7 'park':23 'strangelov':1 'waitress':13",True
853,"Stranger Strangers","A Awe-Inspiring Yarn of a Womanizer And a Explorer who must Fight a Woman in The First Manned Space Station",2006,1,3,"4.99",139,"12.99","G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'awe':5 'awe-inspir':4 'explor':13 'fight':16 'first':21 'inspir':6 'man':22 'must':15 'space':23 'station':24 'stranger':1,2 'woman':10,18 'yarn':7",True
861,"Suit Walls","A Touching Panorama of a Lumberjack And a Frisbee who must Build a Dog in Australia",2006,1,3,"4.99",111,"12.99","R","2013-05-26 14:50:58.951","{Commentaries}","'australia':18 'build':14 'dog':16 'frisbe':11 'lumberjack':8 'must':13 'panorama':5 'suit':1 'touch':4 'wall':2",True
862,"Summer Scarface","A Emotional Panorama of a Lumberjack And a Hunter who must Meet a Girl in A Shark Tank",2006,1,5,"0.99",53,"25.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'emot':4 'girl':16 'hunter':11 'lumberjack':8 'meet':14 'must':13 'panorama':5 'scarfac':2 'shark':19 'summer':1 'tank':20",True
870,"Swarm Gold","A Insightful Panorama of a Crocodile And a Boat who must Conquer a Sumo Wrestler in A MySQL Convention",2006,1,4,"0.99",123,"12.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'boat':11 'conquer':14 'convent':21 'crocodil':8 'gold':2 'insight':4 'must':13 'mysql':20 'panorama':5 'sumo':16 'swarm':1 'wrestler':17",True
873,"Sweethearts Suspects","A Brilliant Character Study of a Frisbee And a Sumo Wrestler who must Confront a Woman in The Gulf of Mexico",2006,1,3,"0.99",108,"13.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'brilliant':4 'charact':5 'confront':16 'frisbe':9 'gulf':21 'mexico':23 'must':15 'studi':6 'sumo':12 'suspect':2 'sweetheart':1 'woman':18 'wrestler':13",True
875,"Talented Homicide","A Lacklusture Panorama of a Dentist And a Forensic Psychologist who must Outrace a Pioneer in A U-Boat",2006,1,6,"0.99",173,"9.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'boat':22 'dentist':8 'forens':11 'homicid':2 'lacklustur':4 'must':14 'outrac':15 'panorama':5 'pioneer':17 'psychologist':12 'talent':1 'u':21 'u-boat':20",True
877,"Taxi Kick","A Amazing Epistle of a Girl And a Woman who must Outrace a Waitress in Soviet Georgia",2006,1,4,"0.99",64,"23.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'amaz':4 'epistl':5 'georgia':19 'girl':8 'kick':2 'must':13 'outrac':14 'soviet':18 'taxi':1 'waitress':16 'woman':11",True
880,"Telemark Heartbreakers","A Action-Packed Panorama of a Technical Writer And a Man who must Build a Forensic Psychologist in A Manhattan Penthouse",2006,1,6,"2.99",152,"9.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'action':5 'action-pack':4 'build':17 'forens':19 'heartbreak':2 'man':14 'manhattan':23 'must':16 'pack':6 'panorama':7 'penthous':24 'psychologist':20 'technic':10 'telemark':1 'writer':11",True
881,"Temple Attraction","A Action-Packed Saga of a Forensic Psychologist And a Woman who must Battle a Womanizer in Soviet Georgia",2006,1,5,"4.99",71,"13.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'action':5 'action-pack':4 'attract':2 'battl':17 'forens':10 'georgia':22 'must':16 'pack':6 'psychologist':11 'saga':7 'soviet':21 'templ':1 'woman':14,19",True
883,"Tequila Past","A Action-Packed Panorama of a Mad Scientist And a Robot who must Challenge a Student in Nigeria",2006,1,6,"4.99",53,"17.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'action':5 'action-pack':4 'challeng':17 'mad':10 'must':16 'nigeria':21 'pack':6 'panorama':7 'past':2 'robot':14 'scientist':11 'student':19 'tequila':1",True
886,"Theory Mermaid","A Fateful Yarn of a Composer And a Monkey who must Vanquish a Womanizer in The First Manned Space Station",2006,1,5,"0.99",184,"9.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'compos':8 'fate':4 'first':19 'man':20 'mermaid':2 'monkey':11 'must':13 'space':21 'station':22 'theori':1 'vanquish':14 'woman':16 'yarn':5",True
893,"Titans Jerk","A Unbelieveable Panorama of a Feminist And a Sumo Wrestler who must Challenge a Technical Writer in Ancient China",2006,1,4,"4.99",91,"11.99","PG","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'ancient':20 'challeng':15 'china':21 'feminist':8 'jerk':2 'must':14 'panorama':5 'sumo':11 'technic':17 'titan':1 'unbeliev':4 'wrestler':12 'writer':18",True
896,"Tootsie Pilot","A Awe-Inspiring Documentary of a Womanizer And a Pastry Chef who must Kill a Lumberjack in Berlin",2006,1,3,"0.99",157,"10.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'awe':5 'awe-inspir':4 'berlin':21 'chef':14 'documentari':7 'inspir':6 'kill':17 'lumberjack':19 'must':16 'pastri':13 'pilot':2 'tootsi':1 'woman':10",True
907,"Translation Summer","A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention",2006,1,4,"0.99",168,"10.99","PG-13","2013-05-26 14:50:58.951","{Trailers}","'convent':20 'man':8 'monkey':11 'must':13 'mysql':19 'pursu':14 'reflect':5 'summer':2 'touch':4 'translat':1 'woman':16",True
912,"Trojan Tomorrow","A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India",2006,1,3,"2.99",52,"9.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'ancient':19 'astound':4 'boat':17 'husband':8 'india':20 'must':14 'panorama':5 'pursu':15 'sumo':11 'tomorrow':2 'trojan':1 'wrestler':12",True
914,"Trouble Date","A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan",2006,1,6,"2.99",61,"13.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'ancient':19 'date':2 'explor':17 'forens':8 'japan':20 'kill':15 'lacklustur':4 'must':14 'panorama':5 'psychologist':9 'troubl':1 'woman':12",True
926,"Untouchables Sunrise","A Amazing Documentary of a Woman And a Astronaut who must Outrace a Teacher in An Abandoned Fun House",2006,1,5,"2.99",120,"11.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'abandon':19 'amaz':4 'astronaut':11 'documentari':5 'fun':20 'hous':21 'must':13 'outrac':14 'sunris':2 'teacher':16 'untouch':1 'woman':8",True
927,"Uprising Uptown","A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin",2006,1,6,"2.99",174,"16.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'berlin':18 'boy':8 'butler':11 'fanci':4 'must':13 'pursu':14 'reflect':5 'upris':1 'uptown':2 'woman':16",True
936,"Vanishing Rocky","A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention",2006,1,3,"2.99",123,"21.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'brilliant':4 'conquer':14 'convent':20 'man':8 'must':13 'mysql':19 'pioneer':16 'reflect':5 'rocki':2 'vanish':1 'woman':11",True
945,"Virginian Pluto","A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin",2006,1,5,"0.99",164,"22.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'berlin':18 'boy':16 'crocodil':11 'dentist':8 'emot':4 'meet':14 'must':13 'panorama':5 'pluto':2 'virginian':1",True
948,"Voice Peach","A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse",2006,1,6,"0.99",139,"22.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'amaz':4 'mad':16 'manhattan':20 'must':13 'overcom':14 'panorama':5 'peach':2 'penthous':21 'pioneer':8 'scientist':17 'student':11 'voic':1",True
950,"Volume House","A Boring Tale of a Dog And a Woman who must Meet a Dentist in California",2006,1,7,"4.99",132,"12.99","PG","2013-05-26 14:50:58.951","{Commentaries}","'bore':4 'california':18 'dentist':16 'dog':8 'hous':2 'meet':14 'must':13 'tale':5 'volum':1 'woman':11",True
953,"Wait Cider","A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse",2006,1,3,"0.99",112,"9.99","PG-13","2013-05-26 14:50:58.951","{Trailers}","'astronaut':17 'cider':2 'epistl':5 'forens':11 'intrepid':4 'manhattan':20 'must':14 'penthous':21 'psychologist':12 'succumb':15 'wait':1 'woman':8",True
955,"Walls Artist","A Insightful Panorama of a Teacher And a Teacher who must Overcome a Mad Cow in An Abandoned Fun House",2006,1,7,"4.99",135,"19.99","PG","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'abandon':20 'artist':2 'cow':17 'fun':21 'hous':22 'insight':4 'mad':16 'must':13 'overcom':14 'panorama':5 'teacher':8,11 'wall':1",True
956,"Wanda Chamber","A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback",2006,1,7,"4.99",107,"23.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'chamber':2 'drama':5 'find':15 'insight':4 'must':14 'outback':20 'pioneer':12 'shark':9 'wanda':1 'woman':17",True
962,"Wasteland Divine","A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China",2006,1,7,"2.99",85,"18.99","PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'administr':9,18 'ancient':20 'china':21 'databas':8,17 'divin':2 'fanci':4 'fight':15 'must':14 'stori':5 'wasteland':1 'woman':12",True
964,"Waterfront Deliverance","A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria",2006,1,4,"4.99",61,"17.99","G","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'build':15 'deliver':2 'dentist':8 'documentari':5 'must':14 'nigeria':19 'technic':11 'unbeliev':4 'waterfront':1 'woman':17 'writer':12",True
975,"Willow Tracy","A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse",2006,1,6,"2.99",137,"22.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'astronaut':11 'boat':8 'brilliant':4 'challeng':14 'manhattan':19 'must':13 'panorama':5 'penthous':20 'teacher':16 'traci':2 'willow':1",True
977,"Window Side","A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery",2006,1,3,"2.99",85,"25.99","R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'astound':4 'charact':5 'escap':15 'hunter':12 'monasteri':20 'must':14 'robot':17 'side':2 'studi':6 'window':1 'woman':9",True
984,"Wonderful Drop","A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat",2006,1,3,"2.99",126,"20.99","NC-17","2013-05-26 14:50:58.951","{Commentaries}","'boat':21 'bore':4 'butler':16 'drop':2 'madman':11 'must':13 'overcom':14 'panorama':5 'u':20 'u-boat':19 'woman':8 'wonder':1",True
994,"Wyoming Storm","A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat",2006,1,6,"4.99",100,"29.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'awe':5 'awe-inspir':4 'boat':13,23 'feminist':18 'inspir':6 'must':15 'overcom':16 'panorama':7 'robot':10 'storm':2 'u':22 'u-boat':21 'wyom':1",True
995,"Yentl Idaho","A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin",2006,1,5,"4.99",86,"11.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'amaz':4 'astronaut':11 'berlin':18 'display':5 'fight':14 'idaho':2 'must':13 'robot':8 'woman':16 'yentl':1",True
1000,"Zorro Ark","A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery",2006,1,3,"4.99",50,"18.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'ark':2 'boy':12,17 'intrepid':4 'mad':8 'monasteri':20 'must':14 'panorama':5 'redeem':15 'scientist':9 'zorro':1",True
